env,family,param,planner,K,seed,success,search_time,total_time,path_length,waypoints,nodes,iterations,error
clutter_n000.yaml,clutter,0.0,rrt,7,24,1,0.0407,0.0409,300.0,31,31,5,
clutter_n000.yaml,clutter,0.0,rrt,7,25,1,0.0755,0.0757,370.0,38,50,7,
clutter_n000.yaml,clutter,0.0,rrt,7,26,1,0.1852,0.1854,413.046,43,108,19,
clutter_n000.yaml,clutter,0.0,rrt,7,27,1,0.0395,0.0397,290.0,30,30,2,
clutter_n000.yaml,clutter,0.0,rrt,7,28,1,0.3056,0.3059,532.353,55,174,41,
clutter_n000.yaml,clutter,0.0,rrt,7,29,1,0.2445,0.2448,510.0,52,153,34,
clutter_n000.yaml,clutter,0.0,rrt-connect,7,0,1,0.0391,0.0394,291.643,31,32,1,
clutter_n000.yaml,clutter,0.0,rrt-connect,7,1,1,0.0379,0.038,291.061,31,32,1,
clutter_n000.yaml,clutter,0.0,rrt-connect,7,2,1,0.0373,0.0375,290.657,31,32,1,
clutter_n000.yaml,clutter,0.0,rrt-connect,7,3,1,0.0494,0.0496,302.237,32,40,2,
clutter_n000.yaml,clutter,0.0,rrt-connect,7,4,1,0.0553,0.0555,321.353,34,43,6,
clutter_n000.yaml,clutter,0.0,rrt-connect,7,5,1,0.0455,0.0457,308.203,32,35,5,
clutter_n000.yaml,clutter,0.0,rrt-connect,7,6,1,0.0521,0.0523,301.52,32,41,2,
clutter_n000.yaml,clutter,0.0,rrt-connect,7,7,1,0.0412,0.0414,299.811,31,34,2,
clutter_n000.yaml,clutter,0.0,rrt-connect,7,8,1,0.0429,0.0431,301.213,32,36,2,
clutter_n000.yaml,clutter,0.0,rrt-connect,7,9,1,0.0388,0.039,291.132,31,32,1,
clutter_n000.yaml,clutter,0.0,rrt-connect,7,10,1,0.0481,0.0482,301.408,32,39,2,
clutter_n000.yaml,clutter,0.0,rrt-connect,7,11,1,0.0366,0.0368,290.78,31,32,1,
clutter_n000.yaml,clutter,0.0,rrt-connect,7,12,1,0.0492,0.0494,302.081,32,40,2,
clutter_n000.yaml,clutter,0.0,rrt-connect,7,13,1,0.0645,0.0647,354.316,37,48,10,
clutter_n000.yaml,clutter,0.0,rrt-connect,7,14,1,0.0481,0.0483,302.152,32,40,2,
clutter_n000.yaml,clutter,0.0,rrt-connect,7,15,1,0.0375,0.0377,291.487,31,32,1,
clutter_n000.yaml,clutter,0.0,rrt-connect,7,16,1,0.0475,0.0477,302.275,32,39,2,
clutter_n000.yaml,clutter,0.0,rrt-connect,7,17,1,0.0446,0.0448,304.006,32,35,5,
clutter_n000.yaml,clutter,0.0,rrt-connect,7,18,1,0.0387,0.0389,290.267,31,32,1,
clutter_n000.yaml,clutter,0.0,rrt-connect,7,19,1,0.0372,0.0374,290.64,31,32,1,
clutter_n000.yaml,clutter,0.0,rrt-connect,7,20,1,0.037,0.0372,292.452,31,32,1,
clutter_n000.yaml,clutter,0.0,rrt-connect,7,21,1,0.0506,0.0509,316.635,33,41,4,
clutter_n000.yaml,clutter,0.0,rrt-connect,7,22,1,0.0472,0.0474,318.688,33,38,4,
clutter_n000.yaml,clutter,0.0,rrt-connect,7,23,1,0.0385,0.0386,290.471,31,32,1,
clutter_n000.yaml,clutter,0.0,rrt-connect,7,24,1,0.0397,0.0399,296.566,31,33,3,
clutter_n000.yaml,clutter,0.0,rrt-connect,7,25,1,0.0433,0.0435,306.942,32,34,3,
clutter_n000.yaml,clutter,0.0,rrt-connect,7,26,1,0.039,0.0392,291.617,31,32,1,
clutter_n000.yaml,clutter,0.0,rrt-connect,7,27,1,0.0373,0.0374,291.969,31,32,1,
clutter_n000.yaml,clutter,0.0,rrt-connect,7,28,1,0.0432,0.0433,302.137,32,37,2,
clutter_n000.yaml,clutter,0.0,rrt-connect,7,29,1,0.044,0.0442,300.757,32,37,2,
clutter_n005.yaml,clutter,5.0,rrt,7,0,1,0.2036,0.2039,543.608,56,118,74,
clutter_n005.yaml,clutter,5.0,rrt,7,1,1,0.0852,0.0854,410.0,42,50,38,
clutter_n005.yaml,clutter,5.0,rrt,7,2,1,0.1056,0.1058,377.93,39,63,27,
clutter_n005.yaml,clutter,5.0,rrt,7,3,1,0.6446,0.6448,520.0,53,373,271,
clutter_n005.yaml,clutter,5.0,rrt,7,4,1,0.1336,0.1339,490.0,50,86,35,
clutter_n005.yaml,clutter,5.0,rrt,7,5,1,0.0607,0.0609,364.649,38,38,117,
clutter_n005.yaml,clutter,5.0,rrt,7,6,1,0.0608,0.061,379.06,39,39,63,
clutter_n005.yaml,clutter,5.0,rrt,7,7,1,0.0797,0.0799,423.566,44,49,36,
clutter_n005.yaml,clutter,5.0,rrt,7,8,1,0.1473,0.1475,433.411,45,80,200,
clutter_n005.yaml,clutter,5.0,rrt,7,9,1,0.0907,0.0909,426.6,44,54,61,
clutter_n005.yaml,clutter,5.0,rrt,7,10,1,0.1399,0.1401,446.347,46,82,169,
clutter_n005.yaml,clutter,5.0,rrt,7,11,1,0.1291,0.1293,529.666,54,79,59,
clutter_n005.yaml,clutter,5.0,rrt,7,12,1,0.469,0.4693,595.687,61,266,243,
clutter_n005.yaml,clutter,5.0,rrt,7,13,1,0.1063,0.1065,507.921,52,61,56,
clutter_n005.yaml,clutter,5.0,rrt,7,14,1,0.1062,0.1064,468.218,48,62,137,
clutter_n005.yaml,clutter,5.0,rrt,7,15,1,0.1495,0.1497,456.408,47,93,52,
clutter_n005.yaml,clutter,5.0,rrt,7,16,1,0.1379,0.1381,434.785,45,82,212,
clutter_n005.yaml,clutter,5.0,rrt,7,17,1,0.2116,0.2118,497.96,51,129,30,
clutter_n005.yaml,clutter,5.0,rrt,7,18,1,0.059,0.0592,370.0,38,38,21,
clutter_n005.yaml,clutter,5.0,rrt,7,19,1,0.1169,0.1171,456.569,47,70,34,
clutter_n005.yaml,clutter,5.0,rrt,7,20,1,0.0836,0.0839,420.0,43,50,45,
clutter_n005.yaml,clutter,5.0,rrt,7,21,1,0.0556,0.0558,360.0,37,37,22,
clutter_n005.yaml,clutter,5.0,rrt,7,22,1,0.0564,0.0565,364.937,38,38,86,
clutter_n005.yaml,clutter,5.0,rrt,7,23,1,0.0923,0.0925,470.0,48,57,63,
clutter_n005.yaml,clutter,5.0,rrt,7,24,1,1.5582,1.5585,580.0,59,881,401,
clutter_n005.yaml,clutter,5.0,rrt,7,25,1,0.1095,0.1098,504.065,52,64,108,
clutter_n005.yaml,clutter,5.0,rrt,7,26,1,0.3156,0.3159,565.729,58,189,65,
clutter_n005.yaml,clutter,5.0,rrt,7,27,1,0.2368,0.237,515.936,53,148,92,
clutter_n005.yaml,clutter,5.0,rrt,7,28,1,0.1666,0.1668,452.591,47,100,41,
clutter_n005.yaml,clutter,5.0,rrt,7,29,1,0.2831,0.2833,507.698,52,171,90,
clutter_n005.yaml,clutter,5.0,rrt-connect,7,0,1,0.1522,0.1524,506.99,52,97,98,
clutter_n005.yaml,clutter,5.0,rrt-connect,7,1,1,0.0991,0.0993,505.691,52,66,50,
clutter_n005.yaml,clutter,5.0,rrt-connect,7,2,1,0.0954,0.0956,490.849,51,64,46,
clutter_n005.yaml,clutter,5.0,rrt-connect,7,3,1,0.0836,0.0838,440.696,46,57,34,
clutter_n005.yaml,clutter,5.0,rrt-connect,7,4,1,0.1533,0.1535,588.647,60,94,112,
clutter_n005.yaml,clutter,5.0,rrt-connect,7,5,1,0.1885,0.1887,648.059,66,119,150,
clutter_n005.yaml,clutter,5.0,rrt-connect,7,6,1,0.1061,0.1063,510.999,53,68,50,
clutter_n005.yaml,clutter,5.0,rrt-connect,7,7,1,0.0896,0.0898,450.536,47,60,45,
clutter_n005.yaml,clutter,5.0,rrt-connect,7,8,1,0.1318,0.132,448.138,46,82,89,
clutter_n005.yaml,clutter,5.0,rrt-connect,7,9,1,0.1491,0.1493,515.489,53,92,106,
clutter_n005.yaml,clutter,5.0,rrt-connect,7,10,1,0.1885,0.1887,470.851,49,115,155,
clutter_n005.yaml,clutter,5.0,rrt-connect,7,11,1,0.1926,0.1928,604.178,62,121,170,
clutter_n005.yaml,clutter,5.0,rrt-connect,7,12,1,0.1153,0.1155,515.33,53,73,59,
clutter_n005.yaml,clutter,5.0,rrt-connect,7,13,1,0.1217,0.122,512.482,53,76,76,
clutter_n005.yaml,clutter,5.0,rrt-connect,7,14,1,0.1635,0.1637,537.215,55,100,136,
clutter_n005.yaml,clutter,5.0,rrt-connect,7,15,1,0.0746,0.0748,411.261,43,52,28,
clutter_n005.yaml,clutter,5.0,rrt-connect,7,16,1,0.0739,0.0741,424.958,44,51,24,
clutter_n005.yaml,clutter,5.0,rrt-connect,7,17,1,0.1015,0.1017,494.041,51,67,60,
clutter_n005.yaml,clutter,5.0,rrt-connect,7,18,1,0.3991,0.3994,616.031,63,240,456,
clutter_n005.yaml,clutter,5.0,rrt-connect,7,19,1,0.246,0.2462,556.758,57,150,222,
clutter_n005.yaml,clutter,5.0,rrt-connect,7,20,1,0.1743,0.1746,515.251,53,111,136,
clutter_n005.yaml,clutter,5.0,rrt-connect,7,21,1,0.1237,0.1239,544.721,56,79,74,
clutter_n005.yaml,clutter,5.0,rrt-connect,7,22,1,0.11,0.1103,476.018,49,71,66,
clutter_n005.yaml,clutter,5.0,rrt-connect,7,23,1,0.1271,0.1274,546.903,56,82,82,
clutter_n005.yaml,clutter,5.0,rrt-connect,7,24,1,0.0873,0.0875,449.905,46,56,36,
clutter_n005.yaml,clutter,5.0,rrt-connect,7,25,1,0.2226,0.2228,560.718,58,140,198,
clutter_n005.yaml,clutter,5.0,rrt-connect,7,26,1,0.0988,0.099,463.442,48,65,50,
clutter_n005.yaml,clutter,5.0,rrt-connect,7,27,1,0.206,0.2062,508.541,52,124,186,
clutter_n005.yaml,clutter,5.0,rrt-connect,7,28,1,0.126,0.1262,444.93,46,81,86,
clutter_n005.yaml,clutter,5.0,rrt-connect,7,29,1,1.1436,1.1438,566.929,58,675,1380,
clutter_n010.yaml,clutter,10.0,rrt,7,0,1,3.3796,3.38,871.105,89,1687,2255,
clutter_n010.yaml,clutter,10.0,rrt,7,1,0,20.0001,20.0002,,,9377,7633,
clutter_n010.yaml,clutter,10.0,rrt,7,2,1,11.2545,11.2548,666.039,69,5526,4992,
clutter_n010.yaml,clutter,10.0,rrt,7,3,1,0.5887,0.5889,554.708,57,305,465,
clutter_n010.yaml,clutter,10.0,rrt,7,4,1,2.3135,2.3138,755.289,78,1209,1429,
clutter_n010.yaml,clutter,10.0,rrt,7,5,1,3.0551,3.0554,542.728,56,1550,1601,
clutter_n010.yaml,clutter,10.0,rrt,7,6,1,0.2748,0.275,558.758,57,159,172,
clutter_n010.yaml,clutter,10.0,rrt,7,7,1,0.4875,0.4878,530.0,54,262,522,
clutter_n010.yaml,clutter,10.0,rrt,7,8,0,20.0002,20.0003,,,9641,7937,
clutter_n010.yaml,clutter,10.0,rrt,7,9,1,3.0803,3.0806,429.417,44,1491,1273,
clutter_n010.yaml,clutter,10.0,rrt,7,10,1,13.0221,13.0224,598.903,63,6335,6042,
clutter_n010.yaml,clutter,10.0,rrt,7,11,1,2.0141,2.0145,551.848,57,1008,1109,
clutter_n010.yaml,clutter,10.0,rrt,7,12,1,0.824,0.8243,595.669,61,397,522,
clutter_n010.yaml,clutter,10.0,rrt,7,13,1,2.0324,2.0326,627.352,64,1037,1111,
clutter_n010.yaml,clutter,10.0,rrt,7,14,1,7.9931,7.9933,565.688,58,3719,2947,
clutter_n010.yaml,clutter,10.0,rrt,7,15,1,7.1866,7.1869,550.729,57,3570,3633,
clutter_n010.yaml,clutter,10.0,rrt,7,16,1,3.2099,3.2101,482.903,50,1598,1946,
clutter_n010.yaml,clutter,10.0,rrt,7,17,1,1.4559,1.4562,829.763,84,773,1240,
clutter_n010.yaml,clutter,10.0,rrt,7,18,1,0.123,0.1232,394.596,41,71,38,
clutter_n010.yaml,clutter,10.0,rrt,7,19,0,20.0013,20.0014,,,9273,6911,
clutter_n010.yaml,clutter,10.0,rrt,7,20,1,0.5945,0.5948,660.0,67,322,416,
clutter_n010.yaml,clutter,10.0,rrt,7,21,1,3.8599,3.8603,755.699,78,1941,2006,
clutter_n010.yaml,clutter,10.0,rrt,7,22,0,20.0009,20.0011,,,9665,7563,
clutter_n010.yaml,clutter,10.0,rrt,7,23,1,16.7956,16.7958,600.0,61,7998,7417,
clutter_n010.yaml,clutter,10.0,rrt,7,24,1,9.7038,9.7041,806.834,82,4794,4835,
clutter_n010.yaml,clutter,10.0,rrt,7,25,1,1.099,1.0993,679.409,69,554,1097,
clutter_n010.yaml,clutter,10.0,rrt,7,26,1,0.4384,0.4386,539.098,55,231,406,
clutter_n010.yaml,clutter,10.0,rrt,7,27,1,0.8504,0.8506,353.724,37,421,426,
clutter_n010.yaml,clutter,10.0,rrt,7,28,1,0.2894,0.2896,576.979,59,158,342,
clutter_n010.yaml,clutter,10.0,rrt,7,29,1,0.1964,0.1967,433.616,45,111,120,
clutter_n010.yaml,clutter,10.0,rrt-connect,7,0,1,0.0784,0.0787,397.563,41,50,50,
clutter_n010.yaml,clutter,10.0,rrt-connect,7,1,1,0.3636,0.3639,650.177,67,194,537,
clutter_n010.yaml,clutter,10.0,rrt-connect,7,2,1,0.1473,0.1475,390.837,41,88,150,
clutter_n010.yaml,clutter,10.0,rrt-connect,7,3,1,0.3345,0.3347,630.163,65,187,424,
clutter_n010.yaml,clutter,10.0,rrt-connect,7,4,1,0.0957,0.0959,434.87,45,54,100,
clutter_n010.yaml,clutter,10.0,rrt-connect,7,5,1,0.0794,0.0796,369.138,38,52,29,
clutter_n010.yaml,clutter,10.0,rrt-connect,7,6,1,0.0988,0.099,458.027,47,61,69,
clutter_n010.yaml,clutter,10.0,rrt-connect,7,7,1,0.0909,0.0911,441.799,46,55,119,
clutter_n010.yaml,clutter,10.0,rrt-connect,7,8,1,0.0698,0.07,385.106,40,48,31,
clutter_n010.yaml,clutter,10.0,rrt-connect,7,9,1,0.0743,0.0745,417.212,43,47,76,
clutter_n010.yaml,clutter,10.0,rrt-connect,7,10,1,0.1188,0.1191,451.634,47,72,90,
clutter_n010.yaml,clutter,10.0,rrt-connect,7,11,1,0.0991,0.0993,464.616,48,56,110,
clutter_n010.yaml,clutter,10.0,rrt-connect,7,12,1,0.0622,0.0623,322.331,34,42,16,
clutter_n010.yaml,clutter,10.0,rrt-connect,7,13,1,0.0873,0.0875,434.473,45,55,76,
clutter_n010.yaml,clutter,10.0,rrt-connect,7,14,1,0.1151,0.1153,454.194,47,68,87,
clutter_n010.yaml,clutter,10.0,rrt-connect,7,15,1,0.1443,0.1446,572.076,59,82,214,
clutter_n010.yaml,clutter,10.0,rrt-connect,7,16,1,0.0663,0.0665,355.239,37,44,26,
clutter_n010.yaml,clutter,10.0,rrt-connect,7,17,1,0.0999,0.1001,373.487,39,65,98,
clutter_n010.yaml,clutter,10.0,rrt-connect,7,18,1,0.081,0.0812,450.936,47,54,33,
clutter_n010.yaml,clutter,10.0,rrt-connect,7,19,1,0.07,0.0702,361.235,38,48,48,
clutter_n010.yaml,clutter,10.0,rrt-connect,7,20,1,0.0651,0.0653,366.036,38,43,38,
clutter_n010.yaml,clutter,10.0,rrt-connect,7,21,1,0.0874,0.0876,344.635,36,55,52,
clutter_n010.yaml,clutter,10.0,rrt-connect,7,22,1,0.0924,0.0926,382.632,40,59,75,
clutter_n010.yaml,clutter,10.0,rrt-connect,7,23,1,0.2764,0.2766,397.184,41,153,470,
clutter_n010.yaml,clutter,10.0,rrt-connect,7,24,1,0.0957,0.0959,394.227,41,62,70,
clutter_n010.yaml,clutter,10.0,rrt-connect,7,25,1,0.1223,0.1225,467.287,48,72,141,
clutter_n010.yaml,clutter,10.0,rrt-connect,7,26,1,0.076,0.0762,420.963,44,49,35,
clutter_n010.yaml,clutter,10.0,rrt-connect,7,27,1,0.1347,0.1349,506.079,52,77,104,
clutter_n010.yaml,clutter,10.0,rrt-connect,7,28,1,0.1115,0.1118,470.307,49,69,74,
clutter_n010.yaml,clutter,10.0,rrt-connect,7,29,1,0.1059,0.1061,496.054,51,63,78,
clutter_n020.yaml,clutter,20.0,rrt,7,0,1,1.7661,1.7663,445.249,46,933,882,
clutter_n020.yaml,clutter,20.0,rrt,7,1,1,0.2778,0.278,567.389,58,158,177,
clutter_n020.yaml,clutter,20.0,rrt,7,2,1,0.2396,0.2398,508.171,52,129,93,
clutter_n020.yaml,clutter,20.0,rrt,7,3,1,6.0673,6.0676,715.32,74,3041,2813,
clutter_n020.yaml,clutter,20.0,rrt,7,4,1,2.4868,2.487,520.264,53,1289,1245,
clutter_n020.yaml,clutter,20.0,rrt,7,5,1,1.9205,1.9208,569.416,58,993,847,
clutter_n020.yaml,clutter,20.0,rrt,7,6,1,0.858,0.8582,570.541,59,466,419,
clutter_n020.yaml,clutter,20.0,rrt,7,7,1,5.0515,5.0517,453.029,47,2560,2145,
clutter_n020.yaml,clutter,20.0,rrt,7,8,1,0.5981,0.5983,564.579,58,323,318,
clutter_n020.yaml,clutter,20.0,rrt,7,9,1,3.2279,3.2282,483.383,50,1677,1621,
clutter_n020.yaml,clutter,20.0,rrt,7,10,1,1.6074,1.6077,550.0,56,865,922,
clutter_n020.yaml,clutter,20.0,rrt,7,11,1,0.1423,0.1425,396.043,41,80,53,
clutter_n020.yaml,clutter,20.0,rrt,7,12,1,2.7411,2.7413,619.482,63,1466,1253,
clutter_n020.yaml,clutter,20.0,rrt,7,13,1,6.1486,6.1489,490.0,50,3117,2699,
clutter_n020.yaml,clutter,20.0,rrt,7,14,1,0.5396,0.5399,460.0,47,296,300,
clutter_n020.yaml,clutter,20.0,rrt,7,15,1,0.5874,0.5876,576.569,59,329,307,
clutter_n020.yaml,clutter,20.0,rrt,7,16,1,0.087,0.0872,340.0,35,48,8,
clutter_n020.yaml,clutter,20.0,rrt,7,17,1,6.4788,6.479,707.799,72,3292,3390,
clutter_n020.yaml,clutter,20.0,rrt,7,18,1,11.7701,11.7704,769.361,78,5822,5261,
clutter_n020.yaml,clutter,20.0,rrt,7,19,1,18.9888,18.9891,609.392,63,9122,7932,
clutter_n020.yaml,clutter,20.0,rrt,7,20,1,0.1215,0.1217,456.125,47,71,71,
clutter_n020.yaml,clutter,20.0,rrt,7,21,1,3.75,3.7505,774.539,80,1969,1847,
clutter_n020.yaml,clutter,20.0,rrt,7,22,1,14.9604,14.9608,522.972,54,7350,6789,
clutter_n020.yaml,clutter,20.0,rrt,7,23,1,10.9548,10.9554,420.0,43,4326,4159,
clutter_n020.yaml,clutter,20.0,rrt,7,24,1,0.2652,0.2658,372.594,39,41,11,
clutter_n020.yaml,clutter,20.0,rrt,7,25,1,6.7602,6.7606,630.0,64,1919,1876,
clutter_n020.yaml,clutter,20.0,rrt,7,26,1,2.0815,2.0817,520.0,53,1095,1005,
clutter_n020.yaml,clutter,20.0,rrt,7,27,1,1.0813,1.0815,588.533,60,567,801,
clutter_n020.yaml,clutter,20.0,rrt,7,28,1,5.3849,5.3851,450.0,46,2806,2727,
clutter_n020.yaml,clutter,20.0,rrt,7,29,1,0.6214,0.6217,615.111,63,344,323,
clutter_n020.yaml,clutter,20.0,rrt-connect,7,0,1,0.1661,0.1664,548.783,56,99,201,
clutter_n020.yaml,clutter,20.0,rrt-connect,7,1,1,0.4706,0.4709,646.501,66,264,508,
clutter_n020.yaml,clutter,20.0,rrt-connect,7,2,1,0.3483,0.3486,616.487,63,192,529,
clutter_n020.yaml,clutter,20.0,rrt-connect,7,3,1,0.24,0.2402,659.037,67,138,197,
clutter_n020.yaml,clutter,20.0,rrt-connect,7,4,1,0.212,0.2123,505.035,52,125,174,
clutter_n020.yaml,clutter,20.0,rrt-connect,7,5,1,0.1459,0.1461,574.934,59,87,111,
clutter_n020.yaml,clutter,20.0,rrt-connect,7,6,1,0.2208,0.221,706.515,72,120,327,
clutter_n020.yaml,clutter,20.0,rrt-connect,7,7,1,0.1897,0.1899,549.359,56,110,147,
clutter_n020.yaml,clutter,20.0,rrt-connect,7,8,1,0.1587,0.1589,610.163,63,90,176,
clutter_n020.yaml,clutter,20.0,rrt-connect,7,9,1,1.894,1.8942,775.68,79,1023,2303,
clutter_n020.yaml,clutter,20.0,rrt-connect,7,10,1,0.1362,0.1364,517.204,53,81,94,
clutter_n020.yaml,clutter,20.0,rrt-connect,7,11,1,0.3002,0.3005,744.649,76,171,313,
clutter_n020.yaml,clutter,20.0,rrt-connect,7,12,1,0.1017,0.1019,533.508,55,62,75,
clutter_n020.yaml,clutter,20.0,rrt-connect,7,13,1,0.856,0.8562,679.707,69,475,1041,
clutter_n020.yaml,clutter,20.0,rrt-connect,7,14,1,0.1512,0.1515,589.7,60,86,193,
clutter_n020.yaml,clutter,20.0,rrt-connect,7,15,1,0.2182,0.2185,630.325,65,129,194,
clutter_n020.yaml,clutter,20.0,rrt-connect,7,16,1,0.4396,0.4398,444.24,46,255,494,
clutter_n020.yaml,clutter,20.0,rrt-connect,7,17,1,0.104,0.1042,472.168,49,66,76,
clutter_n020.yaml,clutter,20.0,rrt-connect,7,18,1,0.2428,0.2431,644.26,66,134,344,
clutter_n020.yaml,clutter,20.0,rrt-connect,7,19,1,0.2706,0.2708,625.433,64,159,259,
clutter_n020.yaml,clutter,20.0,rrt-connect,7,20,1,0.1444,0.1446,519.617,53,84,116,
clutter_n020.yaml,clutter,20.0,rrt-connect,7,21,1,0.4228,0.4233,629.248,64,231,463,
clutter_n020.yaml,clutter,20.0,rrt-connect,7,22,1,0.2006,0.2009,479.942,49,111,141,
clutter_n020.yaml,clutter,20.0,rrt-connect,7,23,1,0.2875,0.2878,693.197,71,131,244,
clutter_n020.yaml,clutter,20.0,rrt-connect,7,24,1,0.3046,0.3048,527.556,54,176,340,
clutter_n020.yaml,clutter,20.0,rrt-connect,7,25,1,0.1639,0.1641,560.508,58,89,145,
clutter_n020.yaml,clutter,20.0,rrt-connect,7,26,1,0.1472,0.1475,462.088,48,83,108,
clutter_n020.yaml,clutter,20.0,rrt-connect,7,27,1,0.0959,0.0961,331.037,35,58,90,
clutter_n020.yaml,clutter,20.0,rrt-connect,7,28,1,0.2297,0.2303,672.021,69,126,243,
clutter_n020.yaml,clutter,20.0,rrt-connect,7,29,1,0.1825,0.1828,623.383,64,104,198,
clutter_n030.yaml,clutter,30.0,rrt,7,0,1,0.059,0.0592,376.088,39,39,16,
clutter_n030.yaml,clutter,30.0,rrt,7,1,1,0.0777,0.0779,330.139,35,46,12,
clutter_n030.yaml,clutter,30.0,rrt,7,2,1,0.3948,0.3952,480.0,49,84,46,
clutter_n030.yaml,clutter,30.0,rrt,7,3,1,0.7827,0.7832,390.0,40,124,98,
clutter_n030.yaml,clutter,30.0,rrt,7,4,1,0.7055,0.706,590.0,60,121,76,
clutter_n030.yaml,clutter,30.0,rrt,7,5,1,0.3157,0.3162,316.124,33,55,23,
clutter_n030.yaml,clutter,30.0,rrt,7,6,1,0.315,0.3155,430.0,44,49,26,
clutter_n030.yaml,clutter,30.0,rrt,7,7,1,0.3036,0.3041,424.388,44,48,26,
clutter_n030.yaml,clutter,30.0,rrt,7,8,1,0.1531,0.1537,310.0,32,32,6,
clutter_n030.yaml,clutter,30.0,rrt,7,9,1,0.1613,0.1617,300.0,31,31,5,
clutter_n030.yaml,clutter,30.0,rrt,7,10,1,0.202,0.2025,350.0,36,36,23,
clutter_n030.yaml,clutter,30.0,rrt,7,11,1,2.0017,2.0023,593.4,61,312,290,
clutter_n030.yaml,clutter,30.0,rrt,7,12,1,0.1646,0.165,310.0,32,32,4,
clutter_n030.yaml,clutter,30.0,rrt,7,13,1,5.5443,5.5451,780.643,80,791,667,
clutter_n030.yaml,clutter,30.0,rrt,7,14,1,1.0558,1.0565,637.147,65,165,112,
clutter_n030.yaml,clutter,30.0,rrt,7,15,1,1.0992,1.0997,452.313,47,157,139,
clutter_n030.yaml,clutter,30.0,rrt,7,16,1,0.1607,0.1611,298.582,31,31,4,
clutter_n030.yaml,clutter,30.0,rrt,7,17,1,2.3646,2.3649,653.574,67,377,404,
clutter_n030.yaml,clutter,30.0,rrt,7,18,1,11.1229,11.1232,715.396,74,2954,2741,
clutter_n030.yaml,clutter,30.0,rrt,7,19,1,2.6545,2.6547,457.607,47,1321,1298,
clutter_n030.yaml,clutter,30.0,rrt,7,20,1,0.1011,0.1013,440.0,45,60,45,
clutter_n030.yaml,clutter,30.0,rrt,7,21,1,0.0867,0.0869,427.836,44,52,20,
clutter_n030.yaml,clutter,30.0,rrt,7,22,1,0.0927,0.0929,366.247,38,58,27,
clutter_n030.yaml,clutter,30.0,rrt,7,23,1,0.163,0.1632,383.478,40,91,35,
clutter_n030.yaml,clutter,30.0,rrt,7,24,1,0.043,0.0432,300.0,31,31,5,
clutter_n030.yaml,clutter,30.0,rrt,7,25,1,0.1756,0.1759,566.885,58,102,144,
clutter_n030.yaml,clutter,30.0,rrt,7,26,1,0.243,0.2432,570.0,58,141,123,
clutter_n030.yaml,clutter,30.0,rrt,7,27,1,0.038,0.0381,290.0,30,30,2,
clutter_n030.yaml,clutter,30.0,rrt,7,28,1,0.5662,0.5664,519.048,53,300,251,
clutter_n030.yaml,clutter,30.0,rrt,7,29,1,0.2592,0.2594,527.538,54,145,120,
