env,family,param,planner,K,seed,success,search_time,total_time,path_length,waypoints,nodes,iterations,error
clutter_n010.yaml,clutter,10.0,rrt-connect,2,20,1,0.0443,0.0445,238.363,25,31,15,
clutter_n010.yaml,clutter,10.0,rrt-connect,2,21,1,0.0199,0.02,165.03,18,19,1,
clutter_n010.yaml,clutter,10.0,rrt-connect,2,22,1,0.0195,0.0197,169.194,18,19,1,
clutter_n010.yaml,clutter,10.0,rrt-connect,2,23,1,0.0198,0.0201,165.84,18,19,1,
clutter_n010.yaml,clutter,10.0,rrt-connect,2,24,1,0.0207,0.0208,167.346,18,19,1,
clutter_n010.yaml,clutter,10.0,rrt-connect,2,25,1,0.023,0.0232,173.436,19,20,1,
clutter_n010.yaml,clutter,10.0,rrt-connect,2,26,1,0.0202,0.0203,168.987,18,19,1,
clutter_n010.yaml,clutter,10.0,rrt-connect,2,27,1,0.0206,0.0208,166.79,18,19,1,
clutter_n010.yaml,clutter,10.0,rrt-connect,2,28,1,0.0189,0.0191,167.869,18,19,1,
clutter_n010.yaml,clutter,10.0,rrt-connect,2,29,1,0.0215,0.0217,168.236,18,19,1,
clutter_n020.yaml,clutter,20.0,rrt,2,0,1,0.0505,0.0507,234.547,25,39,24,
clutter_n020.yaml,clutter,20.0,rrt,2,1,1,1.248,1.2481,263.154,29,886,861,
clutter_n020.yaml,clutter,20.0,rrt,2,2,1,0.3016,0.3017,170.0,18,225,201,
clutter_n020.yaml,clutter,20.0,rrt,2,3,1,0.312,0.3122,193.967,21,222,188,
clutter_n020.yaml,clutter,20.0,rrt,2,4,1,0.1296,0.1298,274.724,29,86,44,
clutter_n020.yaml,clutter,20.0,rrt,2,5,1,0.3314,0.3315,182.393,20,248,214,
clutter_n020.yaml,clutter,20.0,rrt,2,6,1,0.0366,0.0367,218.024,23,29,3,
clutter_n020.yaml,clutter,20.0,rrt,2,7,1,0.4293,0.4294,225.471,23,283,281,
clutter_n020.yaml,clutter,20.0,rrt,2,8,1,0.6404,0.6406,173.37,19,468,426,
clutter_n020.yaml,clutter,20.0,rrt,2,9,1,0.0649,0.0651,283.604,30,49,45,
clutter_n020.yaml,clutter,20.0,rrt,2,10,1,0.4333,0.4335,436.824,47,304,257,
clutter_n020.yaml,clutter,20.0,rrt,2,11,1,0.271,0.2712,247.866,26,186,154,
clutter_n020.yaml,clutter,20.0,rrt,2,12,1,0.0623,0.0625,272.689,29,46,22,
clutter_n020.yaml,clutter,20.0,rrt,2,13,1,1.3,1.3001,186.982,20,941,972,
clutter_n020.yaml,clutter,20.0,rrt,2,14,1,0.5326,0.5328,293.003,32,388,385,
clutter_n020.yaml,clutter,20.0,rrt,2,15,1,0.0351,0.0353,223.269,24,29,5,
clutter_n020.yaml,clutter,20.0,rrt,2,16,1,0.9106,0.9108,464.759,52,660,599,
clutter_n020.yaml,clutter,20.0,rrt,2,17,1,3.2485,3.2486,288.55,30,2317,2483,
clutter_n020.yaml,clutter,20.0,rrt,2,18,1,0.0893,0.0894,256.721,27,69,48,
clutter_n020.yaml,clutter,20.0,rrt,2,19,1,0.057,0.0572,237.028,25,43,27,
clutter_n020.yaml,clutter,20.0,rrt,2,20,1,0.1383,0.1384,219.475,24,98,58,
clutter_n020.yaml,clutter,20.0,rrt,2,21,1,1.5043,1.5045,242.076,26,1100,1180,
clutter_n020.yaml,clutter,20.0,rrt,2,22,1,0.0526,0.0527,192.911,21,40,25,
clutter_n020.yaml,clutter,20.0,rrt,2,23,1,0.1015,0.1017,174.988,19,75,68,
clutter_n020.yaml,clutter,20.0,rrt,2,24,1,0.1659,0.1661,250.624,27,127,77,
clutter_n020.yaml,clutter,20.0,rrt,2,25,1,1.5106,1.5108,417.515,44,1106,1082,
clutter_n020.yaml,clutter,20.0,rrt,2,26,1,0.1894,0.1895,193.997,21,137,120,
clutter_n020.yaml,clutter,20.0,rrt,2,27,1,0.3014,0.3015,180.0,19,221,201,
clutter_n020.yaml,clutter,20.0,rrt,2,28,1,0.3303,0.3305,357.195,38,246,179,
clutter_n020.yaml,clutter,20.0,rrt,2,29,1,0.2551,0.2552,170.0,18,169,123,
clutter_n020.yaml,clutter,20.0,rrt-connect,2,0,1,0.039,0.0392,244.544,26,29,24,
clutter_n020.yaml,clutter,20.0,rrt-connect,2,1,1,0.0308,0.031,234.989,25,26,23,
clutter_n020.yaml,clutter,20.0,rrt-connect,2,2,1,0.0389,0.0392,237.109,25,31,23,
clutter_n020.yaml,clutter,20.0,rrt-connect,2,3,1,0.062,0.0622,280.796,30,47,53,
clutter_n020.yaml,clutter,20.0,rrt-connect,2,4,1,0.0479,0.0481,229.885,24,36,46,
clutter_n020.yaml,clutter,20.0,rrt-connect,2,5,1,0.0462,0.0463,233.177,25,35,42,
clutter_n020.yaml,clutter,20.0,rrt-connect,2,6,1,0.04,0.0402,214.8,23,31,19,
clutter_n020.yaml,clutter,20.0,rrt-connect,2,7,1,0.0306,0.0308,223.984,24,25,17,
clutter_n020.yaml,clutter,20.0,rrt-connect,2,8,1,0.0323,0.0325,220.067,24,26,24,
clutter_n020.yaml,clutter,20.0,rrt-connect,2,9,1,0.0751,0.0753,264.249,28,56,64,
clutter_n020.yaml,clutter,20.0,rrt-connect,2,10,1,0.0436,0.0437,251.798,27,33,33,
clutter_n020.yaml,clutter,20.0,rrt-connect,2,11,1,0.0503,0.0505,241.85,26,35,47,
clutter_n020.yaml,clutter,20.0,rrt-connect,2,12,1,0.0755,0.0757,250.603,27,57,61,
clutter_n020.yaml,clutter,20.0,rrt-connect,2,13,1,0.0265,0.0266,193.859,21,23,12,
clutter_n020.yaml,clutter,20.0,rrt-connect,2,14,1,0.0377,0.0379,222.616,24,30,33,
clutter_n020.yaml,clutter,20.0,rrt-connect,2,15,1,0.036,0.0361,246.513,26,29,23,
clutter_n020.yaml,clutter,20.0,rrt-connect,2,16,1,0.0397,0.0399,222.821,24,32,32,
clutter_n020.yaml,clutter,20.0,rrt-connect,2,17,1,0.0511,0.0512,240.944,26,38,39,
clutter_n020.yaml,clutter,20.0,rrt-connect,2,18,1,0.1075,0.1077,284.221,30,76,116,
clutter_n020.yaml,clutter,20.0,rrt-connect,2,19,1,0.0422,0.0424,240.702,26,34,33,
clutter_n020.yaml,clutter,20.0,rrt-connect,2,20,1,0.0355,0.0357,239.516,25,28,21,
clutter_n020.yaml,clutter,20.0,rrt-connect,2,21,1,0.0819,0.082,271.228,29,62,73,
clutter_n020.yaml,clutter,20.0,rrt-connect,2,22,1,0.0756,0.0758,267.158,28,55,91,
clutter_n020.yaml,clutter,20.0,rrt-connect,2,23,1,0.0407,0.0409,277.471,29,31,31,
clutter_n020.yaml,clutter,20.0,rrt-connect,2,24,1,0.0313,0.0315,211.713,23,25,17,
clutter_n020.yaml,clutter,20.0,rrt-connect,2,25,1,0.0298,0.03,211.28,23,25,14,
clutter_n020.yaml,clutter,20.0,rrt-connect,2,26,1,0.0358,0.0359,252.87,27,29,19,
clutter_n020.yaml,clutter,20.0,rrt-connect,2,27,1,0.0296,0.0298,216.692,23,25,13,
clutter_n020.yaml,clutter,20.0,rrt-connect,2,28,1,0.0606,0.0607,293.652,31,46,52,
clutter_n020.yaml,clutter,20.0,rrt-connect,2,29,1,0.0321,0.0322,227.222,24,26,14,
clutter_n030.yaml,clutter,30.0,rrt,2,0,1,0.0394,0.0396,216.005,23,30,24,
clutter_n030.yaml,clutter,30.0,rrt,2,1,1,0.0712,0.0713,243.134,26,49,37,
clutter_n030.yaml,clutter,30.0,rrt,2,2,1,0.0197,0.0198,164.554,18,18,1,
clutter_n030.yaml,clutter,30.0,rrt,2,3,1,0.0194,0.0196,164.554,18,18,1,
clutter_n030.yaml,clutter,30.0,rrt,2,4,1,0.0456,0.0458,269.083,28,33,9,
clutter_n030.yaml,clutter,30.0,rrt,2,5,1,0.0199,0.0201,166.908,18,18,2,
clutter_n030.yaml,clutter,30.0,rrt,2,6,1,0.1065,0.1067,333.921,35,73,66,
clutter_n030.yaml,clutter,30.0,rrt,2,7,1,0.0363,0.0365,222.986,24,29,16,
clutter_n030.yaml,clutter,30.0,rrt,2,8,1,0.0191,0.0192,164.554,18,18,1,
clutter_n030.yaml,clutter,30.0,rrt,2,9,1,0.0237,0.0238,185.402,20,20,6,
clutter_n030.yaml,clutter,30.0,rrt,2,10,1,0.0219,0.022,179.455,19,19,5,
clutter_n030.yaml,clutter,30.0,rrt,2,11,1,0.0399,0.0401,253.102,28,31,10,
clutter_n030.yaml,clutter,30.0,rrt,2,12,1,0.0657,0.0658,228.258,24,43,15,
clutter_n030.yaml,clutter,30.0,rrt,2,13,1,0.0205,0.0207,166.267,18,18,2,
clutter_n030.yaml,clutter,30.0,rrt,2,14,1,0.0645,0.0647,223.545,24,47,16,
clutter_n030.yaml,clutter,30.0,rrt,2,15,1,0.0277,0.0279,206.511,22,23,5,
clutter_n030.yaml,clutter,30.0,rrt,2,16,1,0.0676,0.0678,223.166,23,47,47,
clutter_n030.yaml,clutter,30.0,rrt,2,17,1,0.2248,0.225,352.774,37,162,130,
clutter_n030.yaml,clutter,30.0,rrt,2,18,1,0.0541,0.0543,242.727,26,42,16,
clutter_n030.yaml,clutter,30.0,rrt,2,19,1,0.0212,0.0214,170.0,18,18,4,
clutter_n030.yaml,clutter,30.0,rrt,2,20,1,0.0859,0.086,250.872,27,67,40,
clutter_n030.yaml,clutter,30.0,rrt,2,21,1,0.1393,0.1394,207.247,22,101,91,
clutter_n030.yaml,clutter,30.0,rrt,2,22,1,0.0216,0.0217,174.472,19,19,3,
clutter_n030.yaml,clutter,30.0,rrt,2,23,1,0.0223,0.0225,165.84,18,18,2,
clutter_n030.yaml,clutter,30.0,rrt,2,24,1,0.0278,0.0279,206.534,22,23,3,
clutter_n030.yaml,clutter,30.0,rrt,2,25,1,0.04,0.0401,236.858,25,30,4,
clutter_n030.yaml,clutter,30.0,rrt,2,26,1,0.0209,0.021,168.987,18,18,2,
clutter_n030.yaml,clutter,30.0,rrt,2,27,1,0.0206,0.0208,166.79,18,18,2,
clutter_n030.yaml,clutter,30.0,rrt,2,28,1,0.1079,0.1081,250.0,26,80,47,
clutter_n030.yaml,clutter,30.0,rrt,2,29,1,0.0206,0.0208,164.554,18,18,1,
clutter_n030.yaml,clutter,30.0,rrt-connect,2,0,1,0.0219,0.022,167.673,18,19,1,
